1.1.1	1.350	1.436
1.1.2	1.340	1.436
1.1.3	1.330	1.436
1.1.4	1.320	1.436
1.1.5	1.310	1.436
1.1.6	1.300	1.436
1.1.7	1.290	1.436
1.1.8	1.280	1.436
1.1.9	1.270	1.436
1.1.10	1.259	1.436
1.1.11	1.249	1.436
1.1.12	1.239	1.436
1.1.13	1.229	1.436
1.1.14	1.219	1.436
1.1.15	1.209	1.436
1.1.16	1.199	1.436
1.1.17	1.189	1.436
1.1.18	1.179	1.436
1.1.19	1.168	1.436
1.1.20	1.158	1.436
1.1.21	1.148	1.436
1.1.22	1.138	1.436
1.1.23	1.128	1.436
1.1.24	1.118	1.436
1.1.25	1.107	1.436
1.1.26	1.097	1.436
1.1.27	1.087	1.436
1.1.28	1.077	1.436
1.1.29	1.067	1.436
1.1.30	1.057	1.436
1.1.31	1.047	1.436
1.1.32	1.036	1.436
1.1.33	1.026	1.436
1.1.34	1.016	1.436
1.1.35	1.006	1.436
1.1.36	0.996	1.436
1.1.37	0.985	1.436
1.1.38	0.975	1.436
1.1.39	0.965	1.436
1.1.40	0.955	1.436
1.1.41	0.944	1.436
1.1.42	0.934	1.436
1.1.43	0.924	1.436
1.1.44	0.914	1.436
1.1.45	0.904	1.436
1.1.46	0.894	1.436
1.1.47	0.884	1.436
1.1.48	0.873	1.436
1.1.49	0.863	1.436
1.1.50	0.853	1.436
1.1.51	0.843	1.436
1.1.52	0.833	1.436
1.1.53	0.823	1.436
1.1.54	0.813	1.436
1.1.55	0.803	1.436
1.1.56	0.792	1.436
1.1.57	0.782	1.436
1.1.58	0.772	1.436
1.1.59	0.762	1.436
1.1.60	0.752	1.436
1.1.61	0.742	1.436
1.1.62	0.732	1.436
1.1.63	0.722	1.436
1.1.64	0.711	1.436
1.1.65	0.701	1.436
1.1.66	0.691	1.436
1.1.67	0.681	1.436
1.1.68	0.671	1.436
1.1.69	0.661	1.435
1.1.70	0.651	1.435
1.1.71	0.641	1.435
1.1.72	0.631	1.435
1.1.73	0.621	1.435
1.1.74	0.611	1.435
1.1.75	0.601	1.434
1.1.76	0.591	1.432
1.1.77	0.581	1.430
1.1.78	0.571	1.426
1.1.79	0.561	1.422
1.1.80	0.550	1.418
1.1.81	0.540	1.413
1.1.82	0.530	1.407
1.1.83	0.520	1.401
1.1.84	0.510	1.395
1.1.85	0.500	1.388
1.1.86	0.490	1.380
1.1.87	0.480	1.372
1.1.88	0.470	1.364
1.1.89	0.460	1.355
1.1.90	0.450	1.345
1.1.91	0.440	1.335
1.1.92	0.431	1.325
1.1.93	0.422	1.315
